"#","ML Number","Close Price","Original List Price","On Market Date","Close Date","Status","Address","City","Zip","Legal Subdivision Name","Heated Area","Current Price","Beds","Full Baths","Half Baths","Year Built","Pool","Property Style","Tax","CDOM","ADOM","Days to Contract","Sold Terms","LP / SqFt","SP/SqFt","SP / LP","List Office","List Agent","List Agent ID","Selling Office ID","Selling Agent ID","LSC List Side","List Office Primary Board ID"
"1","O6009426","$440,000","$435,000","03/11/2022","04/05/2022","SLD","1119 SCUBA CT","ORLANDO","32828","WATERFORD LAKES TR N07 PH 03","2,033","$440,000","4","2","1","1996","Private, Community","Single Family Residence","$4,972.00","2","2","2","Cash","$213.97","$216.43","1.01","RE/MAX MARKETPLACE","Gary Balanoff","261001164","272561325","272569658","Orlando Regional","Osceola"
"1","O6004279","$315,000","$320,000","02/16/2022","04/14/2022","SLD","1247 KINGSTON AVE","ORLANDO","32807","LEAWOOD","1,496","$315,000","3","2","0","1965","None","Single Family Residence","$2,260.01","1","1","5","Cash","$213.90","$210.56","0.98","PREMIUM PROPERTIES R.E SERVICE","Rick Sletten","261083182","55055","123456789","Orlando Regional","Orlando Regional"
"1","O6007666","$370,500","$350,000","03/04/2022","04/08/2022","SLD","3511 E CRYSTAL LAKE AVE","ORLANDO","32806","REST HAVEN","1,638","$370,500","3","2","0","1974","None","Single Family Residence","$1,517.00","4","4","4","Conventional","$213.68","$226.19","1.06","WATSON REALTY CORP","Eve Metlis","261090724","261011522","261088841","Orlando Regional","Orlando Regional"
"1","O6000982","$490,000","$479,000","02/03/2022","04/11/2022","SLD","2245 BLACK MANGROVE DR","ORLANDO","32828","AVALON PARK VILLAGE 05 51 58","2,242","$490,000","4","2","1","2003","None","Single Family Residence","$2,414.94","6","6","11","Conventional","$213.65","$218.55","1.02","SGT YORKS REAL ESTATE SERVICES","Millie Alicea","261221357","268007796","261220260","Orlando Regional","Orlando Regional"
"1","S5063645","$612,000","$625,000","03/01/2022","04/08/2022","SLD","5201 DOVE TREE ST","ORLANDO","32811","MILLENNIA PARK PH 2","2,927","$612,000","5","3","1","2014","None","Single Family Residence","$6,410.49","20","20","29","Cash","$213.53","$209.09","0.98","REMAX PIONEER","Carolina Robbins","272561871","261018219","261227412","Osceola","Osceola"
"1","O6006346","$290,000","$279,000","02/25/2022","04/11/2022","SLD","2807 ARC DR","ORLANDO","32826","BONNEVILLE SEC 02","1,295","$290,000","4","3","0","1959","None","Single Family Residence","$2,204.00","11","11","18","Conventional","$213.51","$223.94","1.05","KELLER WILLIAMS ADVANTAGE REALTY","Stacie Brown Kelly","261203114","261014414","261208728","Orlando Regional","Orlando Regional"
"1","O6003705","$393,000","$379,000","02/14/2022","04/07/2022","SLD","3314 HADLEIGH CRST","ORLANDO","32817","UNIVERSITY WOODS PH 02","1,776","$393,000","3","2","0","1986","None","Single Family Residence","$2,751.92","2","2","3","Conventional","$213.40","$221.28","1.04","KNIGHTS REALTY","Meagan Matheny","261214535","261012285","261086355","Orlando Regional","Orlando Regional"
"1","O6001726","$235,900","$235,900","02/17/2022","04/01/2022","SLD","5550 E MICHIGAN ST Unit#2232","ORLANDO","32822","REGISTRY/MICHIGAN PARK CONDO","1,107","$235,900","2","2","0","2005","Community","Condominium","$2,178.00","13","13","14","Cash","$213.10","$213.1","1.00","QUANTUM REAL ESTATE GROUP","Betty Rebolledo Castro","604500808","272561305","272502280","Orlando Regional","Orlando Regional"
"1","O6008020","$539,500","$524,900","03/03/2022","04/01/2022","SLD","742 N FERN CREEK AVE","ORLANDO","32803","FERN CRK TWNHMS","2,464","$539,500","3","2","1","2016","None","Townhouse","$5,576.00","1","1","1","Conventional","$213.03","$218.95","1.03","CHARLES RUTENBERG REALTY ORLANDO","James Ellis","261220151","260000779","260042863","Orlando Regional","Orlando Regional"
"1","O5992569","$121,000","$149,900","12/20/2021","04/06/2022","SLD","5000 MANDURIA ST","ORLANDO","32819","TANGELO PARK SEC 01","704","$121,000","2","1","1","1958","None","Single Family Residence","$1,053.00","31","31","36","Cash","$212.93","$171.88","0.81","RE/MAX 200 REALTY","Mike Rance","261050620","277004971","277007720","Orlando Regional","Orlando Regional"
"1","O6015032","$244,000","$249,900","04/01/2022","04/15/2022","SLD","2740 S BROWN AVE","ORLANDO","32806","INTERLAKE PARK SECOND ADD","1,174","$244,000","3","2","0","1954","None","Single Family Residence","$2,449.22","0","0","3","Cash","$212.86","$207.84","0.98","HOLLOMAN GORDON REALTY, INC.","Cathy Spohr","261225693","55055","123456789","Orlando Regional","Orlando Regional"
"1","S5063080","$190,000","$185,000","02/20/2022","04/12/2022","SLD","4874 CONWAY RD Unit#100","ORLANDO","32812","SIENNA PLACE CONDO","870","$190,000","2","2","0","1973","Community","Condominium","$834.00","10","10","21","Conventional","$212.64","$218.39","1.03","KELLER WILLIAMS REALTY AT THE LAKES","Herny Mendez","272510144","261016427","261202930","Osceola","Osceola"
"1","J945652","$900,639","$900,639","04/22/2022","04/22/2022","SLD","13097 BROMBOROUGH DR","ORLANDO","32832","EAGLE CREEK","4,238","$900,639","5","5","0","","None","","$1,268.14","0","0","-322","Cash","$212.52","$212.52","1.00","STELLAR NON-MEMBER OFFICE","Stellar Non-Member Agent","123456789","59638","261203822","For Future Use","Other"
"1","O6007059","$270,000","$269,000","02/28/2022","04/04/2022","SLD","4900 GIFFORD BLVD","ORLANDO","32821","GREEN BRIAR VILLAGE","1,268","$270,000","2","2","0","1981","None","Single Family Residence","$3,173.74","3","3","3","Conventional","$212.15","$212.93","1.00","GREATER ORLANDO REALTY USA INC","Sandra Sanchez","261065808","261017570","261226613","Orlando Regional","Orlando Regional"
"1","O6005053","$414,760","$399,000","02/18/2022","04/04/2022","SLD","1517 E ESTHER ST","ORLANDO","32806","CLOSE SUB","1,883","$414,760","2","2","0","1953","None","Single Family Residence","$4,880.00","2","2","2","Conventional","$211.90","$220.27","1.04","OLDE TOWN BROKERS INC","Parker Blanchard","261225835","261010944","260504374","Orlando Regional","Orlando Regional"
"1","S5057616","$420,000","$399,900","10/09/2021","04/01/2022","SLD","1619 CURRY AVE","ORLANDO","32812","CITRUS HEIGHTS","1,936","$420,000","5","3","0","1940","None","Single Family Residence","$2,620.80","20","20","150","FHA","$211.73","$216.94","1.02","LA ROSA REALTY LAKE NONA INC","Daily Ochoa","261094424","56037","261222652","Osceola","Osceola"
"1","O6011845","$290,000","$290,000","03/19/2022","04/20/2022","SLD","6533 MERITMOOR CIR","ORLANDO","32818","HIAWASSEE POINT","1,370","$290,000","3","2","0","1990","None","Single Family Residence","$1,910.00","2","2","3","Cash","$211.68","$211.68","1.00","SUNNY HOME REALTY","Michel Dorcean","261069891","261011687","837008342","Orlando Regional","Orlando Regional"
"1","U8148171","$507,000","$524,900","01/07/2022","04/07/2022","SLD","4107 SUMMERWOOD AVE","ORLANDO","32812","LAKE CONWAY WOODS","2,482","$507,000","4","2","0","1974","Private","Single Family Residence","$3,480.00","29","29","53","Private","$211.48","$204.27","0.97","ZILLOW HOMES INC.","Angela James","282021475","261014262","261201464","Pinellas Suncoast","Pinellas Suncoast"
"1","O6007281","$390,000","$369,000","03/14/2022","04/04/2022","SLD","5038 TIDEVIEW CIR Unit#21","ORLANDO","32819","BAYSHORE/VISTA CAY PH 4","1,746","$390,000","3","3","1","2005","Community","Townhouse","$3,460.00","1","1","2","Cash","$211.34","$223.37","1.06","VISTA CAY REALTY COMPANY","Sandra Watson","261085386","261012292","261088179","Orlando Regional","Orlando Regional"
"1","O6006898","$410,000","$385,000","02/28/2022","04/05/2022","SLD","5049 SHOREWAY LOOP 20101 Unit#201","ORLANDO","32819","VISTA CAY/HARBOR SQUARE PH 08","1,823","$410,000","2","2","0","2006","Community","Condominium","$3,930.00","6","6","20","Cash","$211.19","$224.9","1.06","VISTA CAY REALTY COMPANY","Sandra Watson","261085386","272550027","272562456","Orlando Regional","Orlando Regional"
"1","O6008050","$185,000","$195,000","03/11/2022","04/11/2022","SLD","4874 S SEMORAN BLVD Unit#1708","ORLANDO","32822","SOUTHBROOKE CONDO PH 05","900","$185,000","2","2","0","1985","Community","Condominium","$1,622.00","14","14","14","Cash","$211.11","$205.56","0.97","BELLA HOUSE REALTY","Claudia Velez","261073874","261011065","261073874","Orlando Regional","Orlando Regional"
"1","O6014908","$364,100","$349,900","04/01/2022","04/22/2022","SLD","13027 CENTER SQUARE DR","ORLANDO","32828","AVALON TOWN CENTER TRACTS 20 21 22","1,660","$364,100","3","2","1","2004","Community","Townhouse","$2,383.00","3","3","7","Cash","$210.78","$219.34","1.04","COLDWELL BANKER RESIDENTIAL RE","Barbara Mills","261017861","261018632","261201213","Orlando Regional","Orlando Regional"
"1","O6006683","$282,500","$275,000","03/03/2022","04/07/2022","SLD","10303 WINDING MARSH TRL Unit#11A","ORLANDO","32832","VILLAS/EAST PARK","1,305","$282,500","2","2","0","2007","None","Condominium","$1,542.26","3","3","4","Conventional","$210.73","$216.48","1.03","KELLER WILLIAMS CLASSIC","Ken Pozek","476501854","55979","261223872","Orlando Regional","Orlando Regional"
"1","O6010072","$250,000","$245,000","03/11/2022","04/07/2022","SLD","1228 GARDEN ISLE CT","ORLANDO","32824","ISLAND COVE VILLAS PH 02","1,163","$250,000","3","2","0","1993","Community","Villa","$574.00","5","5","7","Cash","$210.66","$214.96","1.02","REAL PROPERTY MANAGEMENT AND REALTY","Walkidia Reyes, PA","261202455","272561305","272561437","Orlando Regional","Orlando Regional"
"1","T3354437","$565,000","$485,000","02/09/2022","04/04/2022","SLD","9669 LELAND DR","ORLANDO","32827","NORTHLAKE PK/LK NONA NBRHD 04B","2,304","$565,000","4","3","0","2006","None","Single Family Residence","$5,936.36","2","2","2","Conventional","$210.50","$245.23","1.16","J & J REALTY GROUP","Jacee Monsalve","261554376","261012452","261226439","Tampa","Tampa"
"1","S5065279","$314,000","$309,900","04/04/2022","04/22/2022","SLD","8470 BARNSTABLE PL","ORLANDO","32827","VILLAGES OF SOUTHPORT","1,474","$314,000","4","2","0","1961","Community","Single Family Residence","$0.00","1","1","2","Cash","$210.24","$213.03","1.01","LA ROSA REALTY LLC","Detilia Ferrer","272508417","261015573","261214285","Osceola","Osceola"
"1","O6006575","$316,000","$289,000","02/25/2022","04/14/2022","SLD","2845 MARSALA CT Unit#2845","ORLANDO","32806","LAKE PINELOCH VILLAGE CONDO 03","1,380","$316,000","2","2","0","1984","Community","Condominium","$2,443.00","4","4","4","Cash","$209.42","$228.99","1.09","LAKESIDE REALTY WINDERMERE INC","Sean Hooke","261214588","261011626","261201667","Orlando Regional","Orlando Regional"
"1","O6001011","$439,000","$459,000","02/03/2022","04/25/2022","SLD","5024 SHOREWAY LOOP Unit#20706","ORLANDO","32819","VISTA CAY/HARBOR SQUARE PH 6","2,097","$439,000","3","2","0","2006","Community","Condominium","$4,376.00","26","26","32","Conventional","$209.35","$209.35","1.00","LA ROSA REALTY CW PROPERTIES L","Marcia Valladares","261071757","261018832","272561146","Orlando Regional","Osceola"
"1","O6014253","$405,000","$410,000","03/31/2022","04/20/2022","SLD","5860 BUFORD ST","ORLANDO","32835","STONEBRIDGE LAKES J & K","1,959","$405,000","4","2","0","2004","None","Single Family Residence","$5,196.00","4","4","9","Cash","$209.29","$206.74","0.99","CHARLES RUTENBERG REALTY ORLANDO","Victor Nguyen","261211281","261013034","261009518","Orlando Regional","Orlando Regional"
"1","O5978869","$373,000","$380,000","10/11/2021","04/01/2022","SLD","736 BUIST AVE","ORLANDO","32828","EAST PINE ACRES","1,783","$373,000","3","2","0","1993","None","Single Family Residence","$3,040.17","108","108","114","FHA","$209.20","$209.2","1.00","THE EXPERTS TEAM REALTY INC","Maria Vega","272504754","56037","261216314","Orlando Regional","Orlando Regional"
"1","S5064374","$240,000","$225,000","03/16/2022","04/20/2022","SLD","8813 VILLA VIEW CIR Unit#204","ORLANDO","32821","MIRABELLA","1,076","$240,000","2","2","0","2002","Community","Condominium","$2,096.26","2","2","2","Conventional","$209.11","$223.05","1.07","LA ROSA REALTY, LLC","Aline Oliveira","272509635","260000779","261219327","Osceola","Osceola"
"1","O6008285","$975,000","$950,000","03/11/2022","04/14/2022","SLD","8360 VIA ROSA","ORLANDO","32836","MIRABELLA AT VIZCAYA PH 3","4,550","$975,000","5","4","1","2004","Private","Single Family Residence","$10,134.14","5","5","13","Conventional","$208.79","$214.29","1.03","COLDWELL BANKER REALTY","Tala Nijmeh","261222932","56563","272505647","Orlando Regional","Sarasota - Manatee"
"1","S5064161","$555,000","$575,000","03/11/2022","04/14/2022","SLD","1844 AMARYLLIS CIR","ORLANDO","32825","CYPRESS POINTE/CYPRESS SPGS SU","2,754","$555,000","4","3","0","2003","None","Single Family Residence","$4,788.00","5","5","5","Conventional","$208.79","$201.53","0.97","FLORIDA REALTY INVESTMENTS","Keliann Hernandez","272562110","261016803","261210012","Osceola","Orlando Regional"
"1","O5946176","$471,429","$435,000","05/23/2021","04/01/2022","SLD","0000 PADDOCK ST","ORLANDO","32833","ROCKET CITY","2,300","$471,429","4","3","0","2021","None","Single Family Residence","$286.00","124","124","176","Conventional","$208.70","$204.97","0.98","MARKET CONNECT REALTY LLC","Joshua Neudigate","261215767","261016353","261215767","Orlando Regional","Orlando Regional"
"1","O6009986","$307,000","$292,500","03/11/2022","04/21/2022","SLD","10669 SATINWOOD CIR","ORLANDO","32825","CYPRESS SPGS PH 02","1,403","$307,000","3","2","1","1989","Community","Single Family Residence","$1,478.52","5","5","7","Conventional","$208.48","$218.82","1.05","KINGS REAL ESTATE CONSULTANTS","Stephen Odom","261073072","272561325","261017800","Orlando Regional","Orlando Regional"
"1","O6007893","$394,500","$360,000","03/05/2022","04/05/2022","SLD","2531 ECON LANDING BLVD","ORLANDO","32825","ECON LNDG PH 2","1,727","$394,500","3","2","1","2018","None","Townhouse","$3,621.00","2","2","2","Conventional","$208.45","$228.43","1.10","CHARLES RUTENBERG REALTY ORLANDO","Robin Reed-Hicks","261072730","51584C","261226472","Orlando Regional","Orlando Regional"
"1","O6005607","$209,000","$209,000","02/22/2022","04/01/2022","SLD","8825 LATREC AVE Unit#208","ORLANDO","32819","SAND LAKE PRIVATE RESIDENCES","1,003","$209,000","2","2","0","1994","Community","Condominium","$1,843.00","2","2","2","Cash","$208.37","$208.37","1.00","EXP REALTY LLC","Joseph Newstreet","261098553","261015010","261098553","Orlando Regional","Orlando Regional"
"1","O6009585","$256,000","$230,000","03/10/2022","04/22/2022","SLD","847 HAMILTON DR","ORLANDO","32833","SEAWARD PLANTATION ESTATES FIRST ADDITION T/124 TH","1,200","$256,000","3","2","0","1983","None","Single Family Residence","$2,078.00","2","2","2","Conventional","$208.33","$213.33","1.02","VISTA REALTY INVESTMENT","Sue Lin","261203827","56563","261211164","Orlando Regional","Orlando Regional"
"1","O5957037","$197,000","$220,000","07/08/2021","04/07/2022","SLD","4502 SEYBOLD AVE","ORLANDO","32808","MEADOWBROOK ANNEX","960","$197,000","3","1","1","1959","None","Single Family Residence","$1,657.00","154","154","166","Cash","$208.33","$205.21","0.99","BLAIR REALTY GROUP INC","Lorraine Peart","261070942","55973","261068026","Orlando Regional","Orlando Regional"
"1","O6008609","$210,000","$180,000","03/06/2022","04/19/2022","SLD","2621 CARVER AVE","ORLANDO","32810","LAKE LOVELY ESTS 1ST ADD","864","$210,000","3","1","0","1959","None","Single Family Residence","$1,437.76","7","7","11","Conventional","$208.33","$243.06","1.17","EXP REALTY LLC","Ian Wilson","261231029","51957D","261228862","Orlando Regional","Sarasota - Manatee"
"1","GC502896","$550,000","$599,000","02/25/2022","04/14/2022","SLD","12159 GRAMMAR LN","ORLANDO","32832","STOREY PARK","2,638","$550,000","5","3","0","2020","None","Single Family Residence","$7,227.27","21","21","21","VA","$208.11","$208.49","1.00","KYLIN REALTY LLC","Kate Zhang","261210550","260503567","261214239","Gainesville-Alachua","Orlando Regional"
"1","O6008571","$205,500","$190,000","03/08/2022","04/13/2022","SLD","3200 CANDLE RIDGE DR Unit#104","ORLANDO","32822","WESTRIDGE CONDO PH 01","914","$205,500","2","2","0","1981","Community","Condominium","$642.04","3","3","3","Conventional","$207.88","$224.84","1.08","KELLER WILLIAMS CLASSIC","Nicole Ramirez","261228556","261010944","261093367","Orlando Regional","Orlando Regional"
"1","S5061708","$350,400","$375,000","01/22/2022","04/18/2022","SLD","10728 GARDEN LILY DR Unit#23","ORLANDO","32832","VILLAS/EAST PARK","1,771","$350,400","3","2","1","2006","None","Condominium","$4,371.42","17","17","26","Conventional","$207.79","$197.85","0.95","LA ROSA REALTY LAKE NONA INC","Brenda Camacho","272507671","261011490","272561952","Osceola","Osceola"
"1","O6008544","$191,000","$187,900","03/12/2022","04/06/2022","SLD","9900 SWEEPSTAKES LN Unit#6","ORLANDO","32837","HAWTHORNE VILLAGE","905","$191,000","2","2","0","1985","Community","Condominium","$1,619.57","3","3","10","Cash","$207.62","$211.05","1.02","MVP REALTY ASSOCIATES LLC","Alonso Delgado, PA","261088353","261011100","261217985","Orlando Regional","Orlando Regional"
"1","O6009675","$430,000","$399,000","03/11/2022","04/14/2022","SLD","2616 COBALT CT","ORLANDO","32837","WHISPER LAKES","1,923","$430,000","4","2","0","1988","Private","Single Family Residence","$2,120.00","4","4","4","Conventional","$207.49","$223.61","1.08","THE REAL ESTATE COLLECTION LLC","Kimberly Beach Byerly","261209698","272563017","272508640","Orlando Regional","Orlando Regional"
"1","O6006822","$171,000","$170,000","02/26/2022","04/26/2022","SLD","3804 SOUTHPOINTE DR Unit#1","ORLANDO","32822","SOUTHPOINTE CONDO","820","$171,000","2","2","0","1983","Community","Condominium","$1,717.00","2","2","2","Conventional","$207.32","$208.54","1.01","(THE) VIKING TEAM REALTY","Petur Sigurdsson","261068193","272562444","272501683","Orlando Regional","Orlando Regional"
"1","O6006586","$360,000","$330,000","02/25/2022","04/14/2022","SLD","1804 JASPER DR","ORLANDO","32807","TIFFANY TERRACE","1,592","$360,000","4","3","0","1957","Private","Single Family Residence","$2,401.12","5","5","5","Conventional","$207.29","$226.13","1.09","FLORIDA REALTY INVESTMENTS","Malvys Martinez","261206340","261017059","272561861","Orlando Regional","Orlando Regional"
"1","O6008067","$600,000","$579,900","03/03/2022","04/01/2022","SLD","14137 PARADISE TREE DR","ORLANDO","32828","AVALON PARK VILLAGE 04 B-K","2,798","$600,000","5","3","1","2004","None","Single Family Residence","$2,974.74","0","0","0","VA","$207.26","$214.44","1.03","REAL ESTATE PROS","Larry Arnett","261226777","261016063","261219137","Orlando Regional","Orlando Regional"
"1","O6010975","$285,000","$275,000","03/17/2022","04/21/2022","SLD","928 EGAN DR","ORLANDO","32822","AZALEA PARK SEC 23","1,327","$285,000","4","2","0","1957","Private","Single Family Residence","$3,117.02","5","5","5","Conventional","$207.23","$214.77","1.04","EXP REALTY LLC","Fabrizio Cannaviello","261211134","261016970","261211134","Orlando Regional","Orlando Regional"
"1","S5060873","$355,000","$312,000","01/07/2022","04/12/2022","SLD","5728 VISTA LINDA DR","ORLANDO","32822","MARIPOSA","1,506","$355,000","3","2","0","2004","None","Single Family Residence","$3,549.44","5","5","5","Conventional","$207.17","$235.72","1.14","LIV REALTY INC","Linda Guzman","261209869","56037","261229009","Osceola","Osceola"
"1","O6005468","$285,000","$274,900","02/21/2022","04/15/2022","SLD","6008 MIMOSA DR","ORLANDO","32807","AZALEA PARK SEC 03","1,327","$285,000","3","2","0","1953","Private","Single Family Residence","$721.91","12","12","25","FHA","$207.16","$214.77","1.04","A PLUS REALTY LLC","Mara Santoni","261071843","50096","260505043","Orlando Regional","Orlando Regional"
"1","S5062913","$409,000","$388,000","02/16/2022","04/01/2022","SLD","11515 SANDY HILL DR","ORLANDO","32821","SOMERSET VILLAGE","1,873","$409,000","3","2","0","1987","None","Single Family Residence","$3,645.00","5","5","7","Conventional","$207.15","$218.37","1.05","COLDWELL BANKER ACKLEY REALTY","David Orifici","272565271","272562652","261227521","Osceola","Osceola"
"1","O6007895","$200,000","$195,000","03/10/2022","04/15/2022","SLD","4511 OAK ARBOR CIR","ORLANDO","32808","HUNTLY PARK","942","$200,000","2","2","0","1988","Community","Townhouse","$781.00","4","4","8","Conventional","$207.01","$212.31","1.03","WEMERT GROUP REALTY LLC","Jenny Wemert","805527269","272561301","261216640","Orlando Regional","Orlando Regional"
"1","O6004307","$130,000","$150,000","02/16/2022","04/06/2022","SLD","618 S LAKELAND AVE","ORLANDO","32805","AVON HEIGHTS","725","$130,000","2","1","0","1956","None","Single Family Residence","$751.00","7","7","8","Cash","$206.90","$179.31","0.87","CENTRAL FLORIDA REALTY, INC.","Mike Grant","261006883","56037","261227000","Orlando Regional","Orlando Regional"
"1","O6011288","$140,000","$139,000","03/17/2022","04/11/2022","SLD","2513 MAITLAND CROSSING WAY Unit#208","ORLANDO","32810","BELLA TERRA","672","$140,000","1","1","0","2000","Community","Condominium","$1,345.87","1","1","1","Cash","$206.85","$208.33","1.01","ALPHA R.E. OF CENTRAL FL LLC","Orlando Montero","261210386","261016572","272507009","Orlando Regional","Orlando Regional"
"1","O6003343","$158,000","$175,900","02/11/2022","04/18/2022","SLD","5468 E MICHIGAN ST Unit#2","ORLANDO","32812","SIESTA LAGO CONDOS","851","$158,000","1","1","0","1990","Community","Condominium","$1,693.59","25","25","25","Conventional","$206.70","$185.66","0.90","T REAL ESTATE INC.","Wanda Bido","261095462","261012018","261213194","Orlando Regional","Orlando Regional"
"1","O6014447","$360,000","$349,900","03/30/2022","04/13/2022","SLD","5526 STULL AVENUE AVE","ORLANDO","32810","KINGSWOOD MANOR","1,693","$360,000","3","2","1","1963","Community","Single Family Residence","$1,318.30","2","2","2","Cash","$206.67","$212.64","1.03","ERA GRIZZARD REAL ESTATE","Chanda McCollom","261210283","261016970","261228196","Orlando Regional","Lake and Sumter"
"1","O6003798","$298,000","$295,000","02/15/2022","04/11/2022","SLD","4651 CONLEY ST","ORLANDO","32811","WASHINGTON PARK SEC 02","1,428","$298,000","3","2","0","2021","None","Single Family Residence","$424.00","3","3","4","Conventional","$206.58","$208.68","1.01","PRESTIGE INVESTMENTS REALTY","Amanda Singh","261201940","56037","261230166","Orlando Regional","Orlando Regional"
"1","O5965725","$330,000","$450,000","08/12/2021","04/21/2022","SLD","24 S SEMORAN BLVD","ORLANDO","32807","AZALEA PARK ANNEX REP","1,816","$330,000","4","2","0","1954","None","Single Family Residence","$3,073.83","220","220","244","Cash","$206.50","$181.72","0.88","FLORIDA HOME TEAM REALTY","Tina Bollet","261073542","279628212","272562089","Orlando Regional","Orlando Regional"
"1","O6010064","$795,000","$750,000","03/11/2022","04/15/2022","SLD","8867 ANDREAS AVE","ORLANDO","32832","RANDAL PARK PH 1B","3,634","$795,000","4","4","1","2014","Private, Community","Single Family Residence","$10,611.00","2","2","2","Conventional","$206.38","$218.77","1.06","ARMEL REAL ESTATE INC","Deanna Armel","261204149","261017008","261088446","Orlando Regional","Orlando Regional"
"1","O6005781","$510,000","$499,900","02/23/2022","04/08/2022","SLD","2820 RAEFORD RD","ORLANDO","32806","LAKE LAGRANGE HEIGHTS","2,424","$510,000","3","1","1","1952","None","Single Family Residence","$2,379.00","5","5","16","Cash","$206.23","$210.4","1.02","RE/MAX 200 REALTY","Abby Nelson","261085331","260520233","260505869","Orlando Regional","Orlando Regional"
"1","S5061371","$380,000","$305,900","01/14/2022","04/02/2022","SLD","2223 HAMMOCK MOSS DR","ORLANDO","32820","CYPRESS LAKES PH 01 46/82","1,818","$380,000","4","2","0","2003","None","Single Family Residence","$3,825.00","16","16","50","Conventional","$206.22","$209.02","1.01","FLORIDA LIGHTHOUSE REALTY","Jose Marrero","272502955","261017100","261201428","Osceola","Osceola"
